"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2016/17","S92000003","d","SMR04"," ","1 - 7 days",4460
"2016/17","S92000003","d","SMR04"," ","8 - 28 days",5660
"2016/17","S92000003","d","SMR04"," ","29 days - 6 months",5220
"2016/17","S92000003","d","SMR04"," ","> 6 months",1180
"2016/17","S92000003","d","Total","d","< 1 day",3550
"2016/17","S92000003","d","Total","d","1 - 7 days",11860
"2016/17","S92000003","d","Total","d","8 - 28 days",8080
"2016/17","S92000003","d","Total","d","29 days - 6 months",6200
"2016/17","S92000003","d","Total","d","> 6 months",1220
"2017/18","SB0801"," ","SMR01"," ","< 1 day",0
"2017/18","SB0801"," ","SMR01"," ","1 - 7 days",0
"2017/18","SB0801"," ","SMR01"," ","8 - 28 days",0
"2017/18","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2017/18","SB0801"," ","SMR01"," ","> 6 months",0
"2017/18","SB0801"," ","SMR04"," ","< 1 day",0
"2017/18","SB0801"," ","SMR04"," ","1 - 7 days",0
"2017/18","SB0801"," ","SMR04"," ","8 - 28 days",0
"2017/18","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2017/18","SB0801"," ","SMR04"," ","> 6 months",0
"2017/18","SB0801"," ","Total","d","< 1 day",0
"2017/18","SB0801"," ","Total","d","1 - 7 days",0
"2017/18","SB0801"," ","Total","d","8 - 28 days",0
"2017/18","SB0801"," ","Total","d","29 days - 6 months",0
"2017/18","SB0801"," ","Total","d","> 6 months",0
"2017/18","S08000015"," ","SMR01"," ","< 1 day",180
"2017/18","S08000015"," ","SMR01"," ","1 - 7 days",540
"2017/18","S08000015"," ","SMR01"," ","8 - 28 days",140
"2017/18","S08000015"," ","SMR01"," ","29 days - 6 months",50
"2017/18","S08000015"," ","SMR01"," ","> 6 months",0
"2017/18","S08000015"," ","SMR04"," ","< 1 day",10
"2017/18","S08000015"," ","SMR04"," ","1 - 7 days",310
"2017/18","S08000015"," ","SMR04"," ","8 - 28 days",290
"2017/18","S08000015"," ","SMR04"," ","29 days - 6 months",310
"2017/18","S08000015"," ","SMR04"," ","> 6 months",50
"2017/18","S08000015"," ","Total","d","< 1 day",200
"2017/18","S08000015"," ","Total","d","1 - 7 days",860
"2017/18","S08000015"," ","Total","d","8 - 28 days",430
"2017/18","S08000015"," ","Total","d","29 days - 6 months",360
"2017/18","S08000015"," ","Total","d","> 6 months",60
"2017/18","S08000016"," ","SMR01"," ","< 1 day",50
"2017/18","S08000016"," ","SMR01"," ","1 - 7 days",130
"2017/18","S08000016"," ","SMR01"," ","8 - 28 days",60
"2017/18","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2017/18","S08000016"," ","SMR01"," ","> 6 months",0
"2017/18","S08000016"," ","SMR04"," ","< 1 day",0
"2017/18","S08000016"," ","SMR04"," ","1 - 7 days",120
"2017/18","S08000016"," ","SMR04"," ","8 - 28 days",100
"2017/18","S08000016"," ","SMR04"," ","29 days - 6 months",100
"2017/18","S08000016"," ","SMR04"," ","> 6 months",20
"2017/18","S08000016"," ","Total","d","< 1 day",50
"2017/18","S08000016"," ","Total","d","1 - 7 days",260
"2017/18","S08000016"," ","Total","d","8 - 28 days",160
"2017/18","S08000016"," ","Total","d","29 days - 6 months",120
"2017/18","S08000016"," ","Total","d","> 6 months",20
"2017/18","S08000017"," ","SMR01"," ","< 1 day",200
"2017/18","S08000017"," ","SMR01"," ","1 - 7 days",160
"2017/18","S08000017"," ","SMR01"," ","8 - 28 days",80
"2017/18","S08000017"," ","SMR01"," ","29 days - 6 months",30
"2017/18","S08000017"," ","SMR01"," ","> 6 months",0
"2017/18","S08000017"," ","SMR04"," ","< 1 day",60
"2017/18","S08000017"," ","SMR04"," ","1 - 7 days",220
"2017/18","S08000017"," ","SMR04"," ","8 - 28 days",150
"2017/18","S08000017"," ","SMR04"," ","29 days - 6 months",140
"2017/18","S08000017"," ","SMR04"," ","> 6 months",10
"2017/18","S08000017"," ","Total","d","< 1 day",270
"2017/18","S08000017"," ","Total","d","1 - 7 days",380
"2017/18","S08000017"," ","Total","d","8 - 28 days",220
"2017/18","S08000017"," ","Total","d","29 days - 6 months",170
"2017/18","S08000017"," ","Total","d","> 6 months",10
"2017/18","S08000029"," ","SMR01"," ","< 1 day",250
"2017/18","S08000029"," ","SMR01"," ","1 - 7 days",530
"2017/18","S08000029"," ","SMR01"," ","8 - 28 days",270
"2017/18","S08000029"," ","SMR01"," ","29 days - 6 months",120
"2017/18","S08000029"," ","SMR01"," ","> 6 months",0
"2017/18","S08000029"," ","SMR04"," ","< 1 day",40
"2017/18","S08000029"," ","SMR04"," ","1 - 7 days",320
"2017/18","S08000029"," ","SMR04"," ","8 - 28 days",310
"2017/18","S08000029"," ","SMR04"," ","29 days - 6 months",340
"2017/18","S08000029"," ","SMR04"," ","> 6 months",90
"2017/18","S08000029"," ","Total","d","< 1 day",290
"2017/18","S08000029"," ","Total","d","1 - 7 days",860
"2017/18","S08000029"," ","Total","d","8 - 28 days",580
"2017/18","S08000029"," ","Total","d","29 days - 6 months",460
"2017/18","S08000029"," ","Total","d","> 6 months",100
"2017/18","S08000019"," ","SMR01"," ","< 1 day",130
"2017/18","S08000019"," ","SMR01"," ","1 - 7 days",320
"2017/18","S08000019"," ","SMR01"," ","8 - 28 days",90
"2017/18","S08000019"," ","SMR01"," ","29 days - 6 months",30
"2017/18","S08000019"," ","SMR01"," ","> 6 months",0
"2017/18","S08000019"," ","SMR04"," ","< 1 day",40
"2017/18","S08000019"," ","SMR04"," ","1 - 7 days",380
"2017/18","S08000019"," ","SMR04"," ","8 - 28 days",310
"2017/18","S08000019"," ","SMR04"," ","29 days - 6 months",230
"2017/18","S08000019"," ","SMR04"," ","> 6 months",70
"2017/18","S08000019"," ","Total","d","< 1 day",180
"2017/18","S08000019"," ","Total","d","1 - 7 days",700
"2017/18","S08000019"," ","Total","d","8 - 28 days",400
"2017/18","S08000019"," ","Total","d","29 days - 6 months",260
"2017/18","S08000019"," ","Total","d","> 6 months",80
"2017/18","S08000020"," ","SMR01"," ","< 1 day",180
"2017/18","S08000020"," ","SMR01"," ","1 - 7 days",610
"2017/18","S08000020"," ","SMR01"," ","8 - 28 days",130
"2017/18","S08000020"," ","SMR01"," ","29 days - 6 months",60
"2017/18","S08000020"," ","SMR01"," ","> 6 months",0
"2017/18","S08000020"," ","SMR04"," ","< 1 day",70
"2017/18","S08000020"," ","SMR04"," ","1 - 7 days",390
"2017/18","S08000020"," ","SMR04"," ","8 - 28 days",510
"2017/18","S08000020"," ","SMR04"," ","29 days - 6 months",500
"2017/18","S08000020"," ","SMR04"," ","> 6 months",110
"2017/18","S08000020"," ","Total","d","< 1 day",250
"2017/18","S08000020"," ","Total","d","1 - 7 days",1000
"2017/18","S08000020"," ","Total","d","8 - 28 days",630
"2017/18","S08000020"," ","Total","d","29 days - 6 months",560
"2017/18","S08000020"," ","Total","d","> 6 months",110
"2017/18","S08000031"," ","SMR01"," ","< 1 day",800
"2017/18","S08000031"," ","SMR01"," ","1 - 7 days",2750
"2017/18","S08000031"," ","SMR01"," ","8 - 28 days",870
"2017/18","S08000031"," ","SMR01"," ","29 days - 6 months",260
"2017/18","S08000031"," ","SMR01"," ","> 6 months",0
"2017/18","S08000031"," ","SMR04"," ","< 1 day",40
"2017/18","S08000031"," ","SMR04"," ","1 - 7 days",960
"2017/18","S08000031"," ","SMR04"," ","8 - 28 days",1690
"2017/18","S08000031"," ","SMR04"," ","29 days - 6 months",1430
"2017/18","S08000031"," ","SMR04"," ","> 6 months",350
"2017/18","S08000031"," ","Total","d","< 1 day",840
"2017/18","S08000031"," ","Total","d","1 - 7 days",3720
"2017/18","S08000031"," ","Total","d","8 - 28 days",2560
"2017/18","S08000031"," ","Total","d","29 days - 6 months",1680
"2017/18","S08000031"," ","Total","d","> 6 months",350
"2017/18","S08000022"," ","SMR01"," ","< 1 day",150
"2017/18","S08000022"," ","SMR01"," ","1 - 7 days",400
"2017/18","S08000022"," ","SMR01"," ","8 - 28 days",100
"2017/18","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2017/18","S08000022"," ","SMR01"," ","> 6 months",10
"2017/18","S08000022"," ","SMR04"," ","< 1 day",30
"2017/18","S08000022"," ","SMR04"," ","1 - 7 days",270
"2017/18","S08000022"," ","SMR04"," ","8 - 28 days",330
"2017/18","S08000022"," ","SMR04"," ","29 days - 6 months",240
"2017/18","S08000022"," ","SMR04"," ","> 6 months",70
"2017/18","S08000022"," ","Total","d","< 1 day",180
"2017/18","S08000022"," ","Total","d","1 - 7 days",670
"2017/18","S08000022"," ","Total","d","8 - 28 days",430
"2017/18","S08000022"," ","Total","d","29 days - 6 months",300
"2017/18","S08000022"," ","Total","d","> 6 months",80
"2017/18","S08000032"," ","SMR01"," ","< 1 day",310
"2017/18","S08000032"," ","SMR01"," ","1 - 7 days",940
"2017/18","S08000032"," ","SMR01"," ","8 - 28 days",310
"2017/18","S08000032"," ","SMR01"," ","29 days - 6 months",100
"2017/18","S08000032"," ","SMR01"," ","> 6 months",0
"2017/18","S08000032"," ","SMR04"," ","< 1 day",20
"2017/18","S08000032"," ","SMR04"," ","1 - 7 days",300
"2017/18","S08000032"," ","SMR04"," ","8 - 28 days",570
"2017/18","S08000032"," ","SMR04"," ","29 days - 6 months",450
"2017/18","S08000032"," ","SMR04"," ","> 6 months",100
"2017/18","S08000032"," ","Total","d","< 1 day",330
"2017/18","S08000032"," ","Total","d","1 - 7 days",1230
"2017/18","S08000032"," ","Total","d","8 - 28 days",880
"2017/18","S08000032"," ","Total","d","29 days - 6 months",550
"2017/18","S08000032"," ","Total","d","> 6 months",100
"2017/18","S08000024"," ","SMR01"," ","< 1 day",280
"2017/18","S08000024"," ","SMR01"," ","1 - 7 days",950
"2017/18","S08000024"," ","SMR01"," ","8 - 28 days",410
"2017/18","S08000024"," ","SMR01"," ","29 days - 6 months",230
"2017/18","S08000024"," ","SMR01"," ","> 6 months",10
"2017/18","S08000024"," ","SMR04"," ","< 1 day",310
"2017/18","S08000024"," ","SMR04"," ","1 - 7 days",620
"2017/18","S08000024"," ","SMR04"," ","8 - 28 days",830
"2017/18","S08000024"," ","SMR04"," ","29 days - 6 months",710
"2017/18","S08000024"," ","SMR04"," ","> 6 months",200
"2017/18","S08000024"," ","Total","d","< 1 day",590
"2017/18","S08000024"," ","Total","d","1 - 7 days",1580
"2017/18","S08000024"," ","Total","d","8 - 28 days",1240
"2017/18","S08000024"," ","Total","d","29 days - 6 months",940
"2017/18","S08000024"," ","Total","d","> 6 months",210
"2017/18","S08000025"," ","SMR01"," ","< 1 day",30
"2017/18","S08000025"," ","SMR01"," ","1 - 7 days",20
"2017/18","S08000025"," ","SMR01"," ","8 - 28 days",10
"2017/18","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2017/18","S08000025"," ","SMR01"," ","> 6 months",0
"2017/18","S08000025"," ","SMR04"," ","< 1 day",0
"2017/18","S08000025"," ","SMR04"," ","1 - 7 days",0
"2017/18","S08000025"," ","SMR04"," ","8 - 28 days",0
"2017/18","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2017/18","S08000025"," ","SMR04"," ","> 6 months",0
"2017/18","S08000025"," ","Total","d","< 1 day",30
"2017/18","S08000025"," ","Total","d","1 - 7 days",20
"2017/18","S08000025"," ","Total","d","8 - 28 days",10
"2017/18","S08000025"," ","Total","d","29 days - 6 months",0
"2017/18","S08000025"," ","Total","d","> 6 months",0
"2017/18","S08000026"," ","SMR01"," ","< 1 day",20
"2017/18","S08000026"," ","SMR01"," ","1 - 7 days",50
"2017/18","S08000026"," ","SMR01"," ","8 - 28 days",20
"2017/18","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2017/18","S08000026"," ","SMR01"," ","> 6 months",0
"2017/18","S08000026"," ","SMR04"," ","< 1 day",0
"2017/18","S08000026"," ","SMR04"," ","1 - 7 days",0
"2017/18","S08000026"," ","SMR04"," ","8 - 28 days",0
"2017/18","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2017/18","S08000026"," ","SMR04"," ","> 6 months",0
"2017/18","S08000026"," ","Total","d","< 1 day",20
"2017/18","S08000026"," ","Total","d","1 - 7 days",50
"2017/18","S08000026"," ","Total","d","8 - 28 days",20
"2017/18","S08000026"," ","Total","d","29 days - 6 months",0
"2017/18","S08000026"," ","Total","d","> 6 months",0
"2017/18","S08000030"," ","SMR01"," ","< 1 day",220
"2017/18","S08000030"," ","SMR01"," ","1 - 7 days",460
"2017/18","S08000030"," ","SMR01"," ","8 - 28 days",200
"2017/18","S08000030"," ","SMR01"," ","29 days - 6 months",120
"2017/18","S08000030"," ","SMR01"," ","> 6 months",0
"2017/18","S08000030"," ","SMR04"," ","< 1 day",40
"2017/18","S08000030"," ","SMR04"," ","1 - 7 days",460
"2017/18","S08000030"," ","SMR04"," ","8 - 28 days",450
"2017/18","S08000030"," ","SMR04"," ","29 days - 6 months",570
"2017/18","S08000030"," ","SMR04"," ","> 6 months",90
"2017/18","S08000030"," ","Total","d","< 1 day",260
"2017/18","S08000030"," ","Total","d","1 - 7 days",920
"2017/18","S08000030"," ","Total","d","8 - 28 days",650
"2017/18","S08000030"," ","Total","d","29 days - 6 months",700
"2017/18","S08000030"," ","Total","d","> 6 months",90
"2017/18","S08000028"," ","SMR01"," ","< 1 day",20
"2017/18","S08000028"," ","SMR01"," ","1 - 7 days",70
"2017/18","S08000028"," ","SMR01"," ","8 - 28 days",10
"2017/18","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2017/18","S08000028"," ","SMR01"," ","> 6 months",0
"2017/18","S08000028"," ","SMR04"," ","< 1 day",0
"2017/18","S08000028"," ","SMR04"," ","1 - 7 days",0
"2017/18","S08000028"," ","SMR04"," ","8 - 28 days",10
"2017/18","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2017/18","S08000028"," ","SMR04"," ","> 6 months",10
"2017/18","S08000028"," ","Total","d","< 1 day",20
"2017/18","S08000028"," ","Total","d","1 - 7 days",80
"2017/18","S08000028"," ","Total","d","8 - 28 days",20
"2017/18","S08000028"," ","Total","d","29 days - 6 months",20
"2017/18","S08000028"," ","Total","d","> 6 months",10
"2017/18","SB0802"," ","SMR01"," ","< 1 day",0
"2017/18","SB0802"," ","SMR01"," ","1 - 7 days",0
"2017/18","SB0802"," ","SMR01"," ","8 - 28 days",0
"2017/18","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2017/18","SB0802"," ","SMR01"," ","> 6 months",0
"2017/18","SB0802"," ","SMR04"," ","< 1 day",0
"2017/18","SB0802"," ","SMR04"," ","1 - 7 days",0
"2017/18","SB0802"," ","SMR04"," ","8 - 28 days",0
"2017/18","SB0802"," ","SMR04"," ","29 days - 6 months",10
"2017/18","SB0802"," ","SMR04"," ","> 6 months",10
"2017/18","SB0802"," ","Total","d","< 1 day",0
"2017/18","SB0802"," ","Total","d","1 - 7 days",0
"2017/18","SB0802"," ","Total","d","8 - 28 days",0
"2017/18","SB0802"," ","Total","d","29 days - 6 months",10
"2017/18","SB0802"," ","Total","d","> 6 months",10
"2017/18","S92000003","d","SMR01"," ","< 1 day",2840
"2017/18","S92000003","d","SMR01"," ","1 - 7 days",7960
"2017/18","S92000003","d","SMR01"," ","8 - 28 days",2700
"2017/18","S92000003","d","SMR01"," ","29 days - 6 months",1090
"2017/18","S92000003","d","SMR01"," ","> 6 months",40
"2017/18","S92000003","d","SMR04"," ","< 1 day",660
"2017/18","S92000003","d","SMR04"," ","1 - 7 days",4350
"2017/18","S92000003","d","SMR04"," ","8 - 28 days",5560
"2017/18","S92000003","d","SMR04"," ","29 days - 6 months",5050
"2017/18","S92000003","d","SMR04"," ","> 6 months",1180
"2017/18","S92000003","d","Total","d","< 1 day",3510
"2017/18","S92000003","d","Total","d","1 - 7 days",12310
"2017/18","S92000003","d","Total","d","8 - 28 days",8250
"2017/18","S92000003","d","Total","d","29 days - 6 months",6140
"2017/18","S92000003","d","Total","d","> 6 months",1220
"2018/19","SB0801"," ","SMR01"," ","< 1 day",0
"2018/19","SB0801"," ","SMR01"," ","1 - 7 days",0
"2018/19","SB0801"," ","SMR01"," ","8 - 28 days",0
"2018/19","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2018/19","SB0801"," ","SMR01"," ","> 6 months",0
"2018/19","SB0801"," ","SMR04"," ","< 1 day",0
"2018/19","SB0801"," ","SMR04"," ","1 - 7 days",0
"2018/19","SB0801"," ","SMR04"," ","8 - 28 days",0
"2018/19","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2018/19","SB0801"," ","SMR04"," ","> 6 months",0
"2018/19","SB0801"," ","Total","d","< 1 day",0
"2018/19","SB0801"," ","Total","d","1 - 7 days",0
"2018/19","SB0801"," ","Total","d","8 - 28 days",0
"2018/19","SB0801"," ","Total","d","29 days - 6 months",0
"2018/19","SB0801"," ","Total","d","> 6 months",0
"2018/19","S08000015"," ","SMR01"," ","< 1 day",220
"2018/19","S08000015"," ","SMR01"," ","1 - 7 days",530
"2018/19","S08000015"," ","SMR01"," ","8 - 28 days",160
"2018/19","S08000015"," ","SMR01"," ","29 days - 6 months",60
"2018/19","S08000015"," ","SMR01"," ","> 6 months",0
"2018/19","S08000015"," ","SMR04"," ","< 1 day",10
"2018/19","S08000015"," ","SMR04"," ","1 - 7 days",300
"2018/19","S08000015"," ","SMR04"," ","8 - 28 days",340
"2018/19","S08000015"," ","SMR04"," ","29 days - 6 months",330
"2018/19","S08000015"," ","SMR04"," ","> 6 months",60
"2018/19","S08000015"," ","Total","d","< 1 day",220
"2018/19","S08000015"," ","Total","d","1 - 7 days",830
"2018/19","S08000015"," ","Total","d","8 - 28 days",500
"2018/19","S08000015"," ","Total","d","29 days - 6 months",390
"2018/19","S08000015"," ","Total","d","> 6 months",60
"2018/19","S08000016"," ","SMR01"," ","< 1 day",40
"2018/19","S08000016"," ","SMR01"," ","1 - 7 days",120
"2018/19","S08000016"," ","SMR01"," ","8 - 28 days",40
"2018/19","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2018/19","S08000016"," ","SMR01"," ","> 6 months",0
"2018/19","S08000016"," ","SMR04"," ","< 1 day",10
"2018/19","S08000016"," ","SMR04"," ","1 - 7 days",90
"2018/19","S08000016"," ","SMR04"," ","8 - 28 days",110
"2018/19","S08000016"," ","SMR04"," ","29 days - 6 months",90
"2018/19","S08000016"," ","SMR04"," ","> 6 months",30
"2018/19","S08000016"," ","Total","d","< 1 day",40
"2018/19","S08000016"," ","Total","d","1 - 7 days",220
"2018/19","S08000016"," ","Total","d","8 - 28 days",150
"2018/19","S08000016"," ","Total","d","29 days - 6 months",110
"2018/19","S08000016"," ","Total","d","> 6 months",30
"2018/19","S08000017"," ","SMR01"," ","< 1 day",300
"2018/19","S08000017"," ","SMR01"," ","1 - 7 days",140
"2018/19","S08000017"," ","SMR01"," ","8 - 28 days",70
"2018/19","S08000017"," ","SMR01"," ","29 days - 6 months",20
"2018/19","S08000017"," ","SMR01"," ","> 6 months",0
"2018/19","S08000017"," ","SMR04"," ","< 1 day",110
"2018/19","S08000017"," ","SMR04"," ","1 - 7 days",160
"2018/19","S08000017"," ","SMR04"," ","8 - 28 days",160
"2018/19","S08000017"," ","SMR04"," ","29 days - 6 months",160
"2018/19","S08000017"," ","SMR04"," ","> 6 months",10
"2018/19","S08000017"," ","Total","d","< 1 day",410
"2018/19","S08000017"," ","Total","d","1 - 7 days",300
"2018/19","S08000017"," ","Total","d","8 - 28 days",230
"2018/19","S08000017"," ","Total","d","29 days - 6 months",180
"2018/19","S08000017"," ","Total","d","> 6 months",10
"2018/19","S08000029"," ","SMR01"," ","< 1 day",280
"2018/19","S08000029"," ","SMR01"," ","1 - 7 days",560
"2018/19","S08000029"," ","SMR01"," ","8 - 28 days",270
"2018/19","S08000029"," ","SMR01"," ","29 days - 6 months",120
"2018/19","S08000029"," ","SMR01"," ","> 6 months",0
"2018/19","S08000029"," ","SMR04"," ","< 1 day",30
"2018/19","S08000029"," ","SMR04"," ","1 - 7 days",330
"2018/19","S08000029"," ","SMR04"," ","8 - 28 days",320
"2018/19","S08000029"," ","SMR04"," ","29 days - 6 months",360
"2018/19","S08000029"," ","SMR04"," ","> 6 months",80
"2018/19","S08000029"," ","Total","d","< 1 day",310
"2018/19","S08000029"," ","Total","d","1 - 7 days",890
"2018/19","S08000029"," ","Total","d","8 - 28 days",590
"2018/19","S08000029"," ","Total","d","29 days - 6 months",480
"2018/19","S08000029"," ","Total","d","> 6 months",80
"2018/19","S08000019"," ","SMR01"," ","< 1 day",110
"2018/19","S08000019"," ","SMR01"," ","1 - 7 days",370
"2018/19","S08000019"," ","SMR01"," ","8 - 28 days",90
"2018/19","S08000019"," ","SMR01"," ","29 days - 6 months",40
"2018/19","S08000019"," ","SMR01"," ","> 6 months",0
"2018/19","S08000019"," ","SMR04"," ","< 1 day",30
"2018/19","S08000019"," ","SMR04"," ","1 - 7 days",350
"2018/19","S08000019"," ","SMR04"," ","8 - 28 days",280
"2018/19","S08000019"," ","SMR04"," ","29 days - 6 months",230
"2018/19","S08000019"," ","SMR04"," ","> 6 months",90
"2018/19","S08000019"," ","Total","d","< 1 day",140
"2018/19","S08000019"," ","Total","d","1 - 7 days",720
"2018/19","S08000019"," ","Total","d","8 - 28 days",360
"2018/19","S08000019"," ","Total","d","29 days - 6 months",260
"2018/19","S08000019"," ","Total","d","> 6 months",90
"2018/19","S08000020"," ","SMR01"," ","< 1 day",240
"2018/19","S08000020"," ","SMR01"," ","1 - 7 days",660
"2018/19","S08000020"," ","SMR01"," ","8 - 28 days",150
"2018/19","S08000020"," ","SMR01"," ","29 days - 6 months",60
"2018/19","S08000020"," ","SMR01"," ","> 6 months",0
"2018/19","S08000020"," ","SMR04"," ","< 1 day",80
"2018/19","S08000020"," ","SMR04"," ","1 - 7 days",350
"2018/19","S08000020"," ","SMR04"," ","8 - 28 days",470
"2018/19","S08000020"," ","SMR04"," ","29 days - 6 months",510
"2018/19","S08000020"," ","SMR04"," ","> 6 months",110
"2018/19","S08000020"," ","Total","d","< 1 day",310
"2018/19","S08000020"," ","Total","d","1 - 7 days",1020
"2018/19","S08000020"," ","Total","d","8 - 28 days",620
"2018/19","S08000020"," ","Total","d","29 days - 6 months",580
"2018/19","S08000020"," ","Total","d","> 6 months",110
"2018/19","S08000031"," ","SMR01"," ","< 1 day",870
"2018/19","S08000031"," ","SMR01"," ","1 - 7 days",2710
"2018/19","S08000031"," ","SMR01"," ","8 - 28 days",780
"2018/19","S08000031"," ","SMR01"," ","29 days - 6 months",260
"2018/19","S08000031"," ","SMR01"," ","> 6 months",0
"2018/19","S08000031"," ","SMR04"," ","< 1 day",60
"2018/19","S08000031"," ","SMR04"," ","1 - 7 days",1080
"2018/19","S08000031"," ","SMR04"," ","8 - 28 days",1830
"2018/19","S08000031"," ","SMR04"," ","29 days - 6 months",1410
"2018/19","S08000031"," ","SMR04"," ","> 6 months",290
"2018/19","S08000031"," ","Total","d","< 1 day",940
"2018/19","S08000031"," ","Total","d","1 - 7 days",3790
"2018/19","S08000031"," ","Total","d","8 - 28 days",2620
"2018/19","S08000031"," ","Total","d","29 days - 6 months",1670
"2018/19","S08000031"," ","Total","d","> 6 months",290
"2018/19","S08000022"," ","SMR01"," ","< 1 day",180
"2018/19","S08000022"," ","SMR01"," ","1 - 7 days",460
"2018/19","S08000022"," ","SMR01"," ","8 - 28 days",120
"2018/19","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2018/19","S08000022"," ","SMR01"," ","> 6 months",10
"2018/19","S08000022"," ","SMR04"," ","< 1 day",20
"2018/19","S08000022"," ","SMR04"," ","1 - 7 days",230
"2018/19","S08000022"," ","SMR04"," ","8 - 28 days",260
"2018/19","S08000022"," ","SMR04"," ","29 days - 6 months",220
"2018/19","S08000022"," ","SMR04"," ","> 6 months",70
"2018/19","S08000022"," ","Total","d","< 1 day",190
"2018/19","S08000022"," ","Total","d","1 - 7 days",690
"2018/19","S08000022"," ","Total","d","8 - 28 days",380
"2018/19","S08000022"," ","Total","d","29 days - 6 months",280
"2018/19","S08000022"," ","Total","d","> 6 months",80
"2018/19","S08000032"," ","SMR01"," ","< 1 day",370
"2018/19","S08000032"," ","SMR01"," ","1 - 7 days",1020
"2018/19","S08000032"," ","SMR01"," ","8 - 28 days",390
"2018/19","S08000032"," ","SMR01"," ","29 days - 6 months",100
"2018/19","S08000032"," ","SMR01"," ","> 6 months",0
"2018/19","S08000032"," ","SMR04"," ","< 1 day",20
"2018/19","S08000032"," ","SMR04"," ","1 - 7 days",330
"2018/19","S08000032"," ","SMR04"," ","8 - 28 days",550
"2018/19","S08000032"," ","SMR04"," ","29 days - 6 months",460
"2018/19","S08000032"," ","SMR04"," ","> 6 months",70
"2018/19","S08000032"," ","Total","d","< 1 day",400
"2018/19","S08000032"," ","Total","d","1 - 7 days",1350
"2018/19","S08000032"," ","Total","d","8 - 28 days",930
"2018/19","S08000032"," ","Total","d","29 days - 6 months",550
"2018/19","S08000032"," ","Total","d","> 6 months",70
"2018/19","S08000024"," ","SMR01"," ","< 1 day",310
"2018/19","S08000024"," ","SMR01"," ","1 - 7 days",1090
"2018/19","S08000024"," ","SMR01"," ","8 - 28 days",430
"2018/19","S08000024"," ","SMR01"," ","29 days - 6 months",270
"2018/19","S08000024"," ","SMR01"," ","> 6 months",10
"2018/19","S08000024"," ","SMR04"," ","< 1 day",270
"2018/19","S08000024"," ","SMR04"," ","1 - 7 days",660
"2018/19","S08000024"," ","SMR04"," ","8 - 28 days",800
"2018/19","S08000024"," ","SMR04"," ","29 days - 6 months",720
"2018/19","S08000024"," ","SMR04"," ","> 6 months",210
"2018/19","S08000024"," ","Total","d","< 1 day",580
"2018/19","S08000024"," ","Total","d","1 - 7 days",1750
"2018/19","S08000024"," ","Total","d","8 - 28 days",1220
"2018/19","S08000024"," ","Total","d","29 days - 6 months",980
"2018/19","S08000024"," ","Total","d","> 6 months",220
"2018/19","S08000025"," ","SMR01"," ","< 1 day",20
"2018/19","S08000025"," ","SMR01"," ","1 - 7 days",40
"2018/19","S08000025"," ","SMR01"," ","8 - 28 days",0
"2018/19","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2018/19","S08000025"," ","SMR01"," ","> 6 months",0
"2018/19","S08000025"," ","SMR04"," ","< 1 day",0
"2018/19","S08000025"," ","SMR04"," ","1 - 7 days",0
"2018/19","S08000025"," ","SMR04"," ","8 - 28 days",0
"2018/19","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2018/19","S08000025"," ","SMR04"," ","> 6 months",0
"2018/19","S08000025"," ","Total","d","< 1 day",20
"2018/19","S08000025"," ","Total","d","1 - 7 days",40
"2018/19","S08000025"," ","Total","d","8 - 28 days",0
"2018/19","S08000025"," ","Total","d","29 days - 6 months",0
"2018/19","S08000025"," ","Total","d","> 6 months",0
"2018/19","S08000026"," ","SMR01"," ","< 1 day",30
"2018/19","S08000026"," ","SMR01"," ","1 - 7 days",40
"2018/19","S08000026"," ","SMR01"," ","8 - 28 days",10
"2018/19","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2018/19","S08000026"," ","SMR01"," ","> 6 months",0
"2018/19","S08000026"," ","SMR04"," ","< 1 day",0
"2018/19","S08000026"," ","SMR04"," ","1 - 7 days",0
"2018/19","S08000026"," ","SMR04"," ","8 - 28 days",0
"2018/19","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2018/19","S08000026"," ","SMR04"," ","> 6 months",0
"2018/19","S08000026"," ","Total","d","< 1 day",30
"2018/19","S08000026"," ","Total","d","1 - 7 days",40
"2018/19","S08000026"," ","Total","d","8 - 28 days",10
"2018/19","S08000026"," ","Total","d","29 days - 6 months",0
