"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2006/07","S08000029"," ","SMR04"," ","< 1 day",40
"2006/07","S08000029"," ","SMR04"," ","1 - 7 days",490
"2006/07","S08000029"," ","SMR04"," ","8 - 28 days",430
"2006/07","S08000029"," ","SMR04"," ","29 days - 6 months",390
"2006/07","S08000029"," ","SMR04"," ","> 6 months",80
"2006/07","S08000029"," ","Total","d","< 1 day",90
"2006/07","S08000029"," ","Total","d","1 - 7 days",650
"2006/07","S08000029"," ","Total","d","8 - 28 days",490
"2006/07","S08000029"," ","Total","d","29 days - 6 months",430
"2006/07","S08000029"," ","Total","d","> 6 months",90
"2006/07","S08000019"," ","SMR01"," ","< 1 day",40
"2006/07","S08000019"," ","SMR01"," ","1 - 7 days",120
"2006/07","S08000019"," ","SMR01"," ","8 - 28 days",50
"2006/07","S08000019"," ","SMR01"," ","29 days - 6 months",10
"2006/07","S08000019"," ","SMR01"," ","> 6 months",0
"2006/07","S08000019"," ","SMR04"," ","< 1 day",40
"2006/07","S08000019"," ","SMR04"," ","1 - 7 days",310
"2006/07","S08000019"," ","SMR04"," ","8 - 28 days",260
"2006/07","S08000019"," ","SMR04"," ","29 days - 6 months",260
"2006/07","S08000019"," ","SMR04"," ","> 6 months",90
"2006/07","S08000019"," ","Total","d","< 1 day",70
"2006/07","S08000019"," ","Total","d","1 - 7 days",440
"2006/07","S08000019"," ","Total","d","8 - 28 days",310
"2006/07","S08000019"," ","Total","d","29 days - 6 months",270
"2006/07","S08000019"," ","Total","d","> 6 months",90
"2006/07","S08000020"," ","SMR01"," ","< 1 day",110
"2006/07","S08000020"," ","SMR01"," ","1 - 7 days",350
"2006/07","S08000020"," ","SMR01"," ","8 - 28 days",180
"2006/07","S08000020"," ","SMR01"," ","29 days - 6 months",70
"2006/07","S08000020"," ","SMR01"," ","> 6 months",0
"2006/07","S08000020"," ","SMR04"," ","< 1 day",20
"2006/07","S08000020"," ","SMR04"," ","1 - 7 days",400
"2006/07","S08000020"," ","SMR04"," ","8 - 28 days",560
"2006/07","S08000020"," ","SMR04"," ","29 days - 6 months",610
"2006/07","S08000020"," ","SMR04"," ","> 6 months",200
"2006/07","S08000020"," ","Total","d","< 1 day",130
"2006/07","S08000020"," ","Total","d","1 - 7 days",750
"2006/07","S08000020"," ","Total","d","8 - 28 days",740
"2006/07","S08000020"," ","Total","d","29 days - 6 months",680
"2006/07","S08000020"," ","Total","d","> 6 months",200
"2006/07","S08000031"," ","SMR01"," ","< 1 day",390
"2006/07","S08000031"," ","SMR01"," ","1 - 7 days",1590
"2006/07","S08000031"," ","SMR01"," ","8 - 28 days",550
"2006/07","S08000031"," ","SMR01"," ","29 days - 6 months",280
"2006/07","S08000031"," ","SMR01"," ","> 6 months",20
"2006/07","S08000031"," ","SMR04"," ","< 1 day",90
"2006/07","S08000031"," ","SMR04"," ","1 - 7 days",1410
"2006/07","S08000031"," ","SMR04"," ","8 - 28 days",1930
"2006/07","S08000031"," ","SMR04"," ","29 days - 6 months",1730
"2006/07","S08000031"," ","SMR04"," ","> 6 months",430
"2006/07","S08000031"," ","Total","d","< 1 day",480
"2006/07","S08000031"," ","Total","d","1 - 7 days",3000
"2006/07","S08000031"," ","Total","d","8 - 28 days",2480
"2006/07","S08000031"," ","Total","d","29 days - 6 months",2020
"2006/07","S08000031"," ","Total","d","> 6 months",440
"2006/07","S08000022"," ","SMR01"," ","< 1 day",160
"2006/07","S08000022"," ","SMR01"," ","1 - 7 days",540
"2006/07","S08000022"," ","SMR01"," ","8 - 28 days",160
"2006/07","S08000022"," ","SMR01"," ","29 days - 6 months",70
"2006/07","S08000022"," ","SMR01"," ","> 6 months",10
"2006/07","S08000022"," ","SMR04"," ","< 1 day",30
"2006/07","S08000022"," ","SMR04"," ","1 - 7 days",360
"2006/07","S08000022"," ","SMR04"," ","8 - 28 days",430
"2006/07","S08000022"," ","SMR04"," ","29 days - 6 months",390
"2006/07","S08000022"," ","SMR04"," ","> 6 months",120
"2006/07","S08000022"," ","Total","d","< 1 day",190
"2006/07","S08000022"," ","Total","d","1 - 7 days",900
"2006/07","S08000022"," ","Total","d","8 - 28 days",590
"2006/07","S08000022"," ","Total","d","29 days - 6 months",450
"2006/07","S08000022"," ","Total","d","> 6 months",130
"2006/07","S08000032"," ","SMR01"," ","< 1 day",140
"2006/07","S08000032"," ","SMR01"," ","1 - 7 days",570
"2006/07","S08000032"," ","SMR01"," ","8 - 28 days",120
"2006/07","S08000032"," ","SMR01"," ","29 days - 6 months",60
"2006/07","S08000032"," ","SMR01"," ","> 6 months",0
"2006/07","S08000032"," ","SMR04"," ","< 1 day",50
"2006/07","S08000032"," ","SMR04"," ","1 - 7 days",560
"2006/07","S08000032"," ","SMR04"," ","8 - 28 days",820
"2006/07","S08000032"," ","SMR04"," ","29 days - 6 months",710
"2006/07","S08000032"," ","SMR04"," ","> 6 months",140
"2006/07","S08000032"," ","Total","d","< 1 day",190
"2006/07","S08000032"," ","Total","d","1 - 7 days",1130
"2006/07","S08000032"," ","Total","d","8 - 28 days",940
"2006/07","S08000032"," ","Total","d","29 days - 6 months",770
"2006/07","S08000032"," ","Total","d","> 6 months",150
"2006/07","S08000024"," ","SMR01"," ","< 1 day",300
"2006/07","S08000024"," ","SMR01"," ","1 - 7 days",580
"2006/07","S08000024"," ","SMR01"," ","8 - 28 days",220
"2006/07","S08000024"," ","SMR01"," ","29 days - 6 months",200
"2006/07","S08000024"," ","SMR01"," ","> 6 months",10
"2006/07","S08000024"," ","SMR04"," ","< 1 day",80
"2006/07","S08000024"," ","SMR04"," ","1 - 7 days",1100
"2006/07","S08000024"," ","SMR04"," ","8 - 28 days",1280
"2006/07","S08000024"," ","SMR04"," ","29 days - 6 months",940
"2006/07","S08000024"," ","SMR04"," ","> 6 months",230
"2006/07","S08000024"," ","Total","d","< 1 day",380
"2006/07","S08000024"," ","Total","d","1 - 7 days",1680
"2006/07","S08000024"," ","Total","d","8 - 28 days",1500
"2006/07","S08000024"," ","Total","d","29 days - 6 months",1130
"2006/07","S08000024"," ","Total","d","> 6 months",240
"2006/07","S08000025"," ","SMR01"," ","< 1 day",20
"2006/07","S08000025"," ","SMR01"," ","1 - 7 days",20
"2006/07","S08000025"," ","SMR01"," ","8 - 28 days",0
"2006/07","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2006/07","S08000025"," ","SMR01"," ","> 6 months",0
"2006/07","S08000025"," ","SMR04"," ","< 1 day",0
"2006/07","S08000025"," ","SMR04"," ","1 - 7 days",0
"2006/07","S08000025"," ","SMR04"," ","8 - 28 days",0
"2006/07","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2006/07","S08000025"," ","SMR04"," ","> 6 months",0
"2006/07","S08000025"," ","Total","d","< 1 day",20
"2006/07","S08000025"," ","Total","d","1 - 7 days",20
"2006/07","S08000025"," ","Total","d","8 - 28 days",0
"2006/07","S08000025"," ","Total","d","29 days - 6 months",0
"2006/07","S08000025"," ","Total","d","> 6 months",0
"2006/07","S08000026"," ","SMR01"," ","< 1 day",20
"2006/07","S08000026"," ","SMR01"," ","1 - 7 days",50
"2006/07","S08000026"," ","SMR01"," ","8 - 28 days",0
"2006/07","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2006/07","S08000026"," ","SMR01"," ","> 6 months",0
"2006/07","S08000026"," ","SMR04"," ","< 1 day",0
"2006/07","S08000026"," ","SMR04"," ","1 - 7 days",0
"2006/07","S08000026"," ","SMR04"," ","8 - 28 days",0
"2006/07","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2006/07","S08000026"," ","SMR04"," ","> 6 months",0
"2006/07","S08000026"," ","Total","d","< 1 day",20
"2006/07","S08000026"," ","Total","d","1 - 7 days",50
"2006/07","S08000026"," ","Total","d","8 - 28 days",0
"2006/07","S08000026"," ","Total","d","29 days - 6 months",0
"2006/07","S08000026"," ","Total","d","> 6 months",0
"2006/07","S08000030"," ","SMR01"," ","< 1 day",100
"2006/07","S08000030"," ","SMR01"," ","1 - 7 days",180
"2006/07","S08000030"," ","SMR01"," ","8 - 28 days",70
"2006/07","S08000030"," ","SMR01"," ","29 days - 6 months",60
"2006/07","S08000030"," ","SMR01"," ","> 6 months",0
"2006/07","S08000030"," ","SMR04"," ","< 1 day",60
"2006/07","S08000030"," ","SMR04"," ","1 - 7 days",470
"2006/07","S08000030"," ","SMR04"," ","8 - 28 days",560
"2006/07","S08000030"," ","SMR04"," ","29 days - 6 months",620
"2006/07","S08000030"," ","SMR04"," ","> 6 months",140
"2006/07","S08000030"," ","Total","d","< 1 day",160
"2006/07","S08000030"," ","Total","d","1 - 7 days",650
"2006/07","S08000030"," ","Total","d","8 - 28 days",640
"2006/07","S08000030"," ","Total","d","29 days - 6 months",680
"2006/07","S08000030"," ","Total","d","> 6 months",140
"2006/07","S08000028"," ","SMR01"," ","< 1 day",40
"2006/07","S08000028"," ","SMR01"," ","1 - 7 days",120
"2006/07","S08000028"," ","SMR01"," ","8 - 28 days",60
"2006/07","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2006/07","S08000028"," ","SMR01"," ","> 6 months",0
"2006/07","S08000028"," ","SMR04"," ","< 1 day",0
"2006/07","S08000028"," ","SMR04"," ","1 - 7 days",10
"2006/07","S08000028"," ","SMR04"," ","8 - 28 days",50
"2006/07","S08000028"," ","SMR04"," ","29 days - 6 months",40
"2006/07","S08000028"," ","SMR04"," ","> 6 months",10
"2006/07","S08000028"," ","Total","d","< 1 day",40
"2006/07","S08000028"," ","Total","d","1 - 7 days",130
"2006/07","S08000028"," ","Total","d","8 - 28 days",110
"2006/07","S08000028"," ","Total","d","29 days - 6 months",40
"2006/07","S08000028"," ","Total","d","> 6 months",10
"2006/07","SB0802"," ","SMR01"," ","< 1 day",0
"2006/07","SB0802"," ","SMR01"," ","1 - 7 days",0
"2006/07","SB0802"," ","SMR01"," ","8 - 28 days",0
"2006/07","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2006/07","SB0802"," ","SMR01"," ","> 6 months",0
"2006/07","SB0802"," ","SMR04"," ","< 1 day",0
"2006/07","SB0802"," ","SMR04"," ","1 - 7 days",0
"2006/07","SB0802"," ","SMR04"," ","8 - 28 days",0
"2006/07","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2006/07","SB0802"," ","SMR04"," ","> 6 months",20
"2006/07","SB0802"," ","Total","d","< 1 day",0
"2006/07","SB0802"," ","Total","d","1 - 7 days",0
"2006/07","SB0802"," ","Total","d","8 - 28 days",0
"2006/07","SB0802"," ","Total","d","29 days - 6 months",0
"2006/07","SB0802"," ","Total","d","> 6 months",20
"2006/07","S92000003","d","SMR01"," ","< 1 day",1720
"2006/07","S92000003","d","SMR01"," ","1 - 7 days",4930
"2006/07","S92000003","d","SMR01"," ","8 - 28 days",1670
"2006/07","S92000003","d","SMR01"," ","29 days - 6 months",870
"2006/07","S92000003","d","SMR01"," ","> 6 months",60
"2006/07","S92000003","d","SMR04"," ","< 1 day",550
"2006/07","S92000003","d","SMR04"," ","1 - 7 days",5870
"2006/07","S92000003","d","SMR04"," ","8 - 28 days",7210
"2006/07","S92000003","d","SMR04"," ","29 days - 6 months",6570
"2006/07","S92000003","d","SMR04"," ","> 6 months",1660
"2006/07","S92000003","d","Total","d","< 1 day",2270
"2006/07","S92000003","d","Total","d","1 - 7 days",10810
